Task ID, Task Name,Task Content,Status,Date Created,Date Created Text,Due Date,Due Date Text,Start Date,Start Date Text,Parent ID,Attachments,Assignees,Tags,Priority,List Name,Folder Name/Path,Space Name,Time Estimated,Time Estimated Text,Checklists,Comments,Assigned Comments,Time Spent,Time Spent Text,Rolled Up Time,Rolled Up Time Text
86d0b0tew,Create component diagram showing chat vs audio scaling.,,complete,1758001144155,"9/16/2025, 3:39:04 PM GMT+10",,,,,86d0b0t2d,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gyad,Refresh/re-render chat history after sending.,,complete,1757391760443,"9/9/2025, 2:22:40 PM GMT+10",,,,,86d08gw9b,[],[Person 14],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0yuv,"Finalise sequence diagrams (login, chat, playlist, iTunes API).",,complete,1758001684876,"9/16/2025, 3:48:04 PM GMT+10",,,,,86d0b0xmj,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0zuv,Final sprint plan (Week 11 tasks completed).,,complete,1758001783633,"9/16/2025, 3:49:43 PM GMT+10",,,,,86d0b0zp0,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdkb,Record a 5-min video demo of audio + playlist features + tests running.,,complete,1757393614497,"9/9/2025, 2:53:34 PM GMT+10",,,,,86d08hdae,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gwg0,"Create Message entity with fields (id, sender, content, timestamp).",,complete,1757391526780,"9/9/2025, 2:18:46 PM GMT+10",,,,,86d08gw9b,[],[],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hbdw,"As a user, I want to create and share playlists so that I can organise my audio tracks.",,complete,1757393446025,"9/9/2025, 2:50:46 PM GMT+10",,,,,null,[],[],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gzkk,Verify DB persistence using Spring Data JPA test.,,complete,1757391891766,"9/9/2025, 2:24:51 PM GMT+10",,,,,86d08gzb3,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08haj1,Update ApplicationRunner to preload sample audio tracks.,,complete,1757393349211,"9/9/2025, 2:49:09 PM GMT+10",,,,,86d08ha9y,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0t99,"Update class diagrams (UserService, API integration classes).",,complete,1758001123538,"9/16/2025, 3:38:43 PM GMT+10",,,,,86d0b0t2d,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hb6x,Link UI actions to backend endpoints.,,complete,1757393424412,"9/9/2025, 2:50:24 PM GMT+10",,,,,86d08ha9y,[],[Person 14],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdqd,Update ERD to include AudioTrack and Playlist entities (with relationships).,,complete,1757393637137,"9/9/2025, 2:53:57 PM GMT+10",,,,,86d08hdp4,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0tc3,Create sequence diagram for “User searches track from iTunes API and saves it”.,,complete,1758001133351,"9/16/2025, 3:38:53 PM GMT+10",,,,,86d0b0t2d,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hawq,Create Thymeleaf/console UI form for uploading audio.,,complete,1757393394934,"9/9/2025, 2:49:54 PM GMT+10",,,,,86d08ha9y,[],[Person 14],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gy7n,Hook form submission → controller (POST new message).,,complete,1757391750122,"9/9/2025, 2:22:30 PM GMT+10",,,,,86d08gw9b,[],[Person 14],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0m64,"As a user, I want to rate audio tracks and add favourites so I can personalise my music.",,complete,1758000534490,"9/16/2025, 3:28:54 PM GMT+10",,,,,null,[],[],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b10pf,"Demonstration of Understanding (DoU): Record a 10-min video each, explaining a different use case (chat, playlist, multi-user, favourites, API).",,complete,1758001858169,"9/16/2025, 3:50:58 PM GMT+10",,,,,86d0b10by,[],"[Person 11,Person 14,Person 12,Person 13,user6@example.com]",[all],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08heec,Record task negotiation video (team assigning Week 9 tasks).,,complete,1757393713662,"9/9/2025, 2:55:13 PM GMT+10",,,,,86d08he0y,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0t6p,"Update ERD (add User entity, favourites relationship)",,complete,1758001114105,"9/16/2025, 3:38:34 PM GMT+10",,,,,86d0b0t2d,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0m9d,Add rating field in AudioTrack entity (1–5 stars).,,complete,1758000551227,"9/16/2025, 3:29:11 PM GMT+10",,,,,86d0b0m64,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h3gz,"Create Message entity with fields (id, sender, content, timestamp).",,complete,1757392398050,"9/9/2025, 2:33:18 PM GMT+10",,,,,86d08gw9b,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gwxh,Add ApplicationRunner to seed sample chat messages.,,complete,1757391590434,"9/9/2025, 2:19:50 PM GMT+10",,,,,86d08gw9b,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0u7v,"Update Risk Register (API dependency, concurrency risks).",,complete,1758001225921,"9/16/2025, 3:40:25 PM GMT+10",,,,,86d0b0u0e,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0k4a,Modify chat and playlist services to work per user.,,complete,1758000420197,"9/16/2025, 3:27:00 PM GMT+10",,,,,86d0b0j3m,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b10by,"As a student, I want to show my contributions so my work is graded fairly.",,complete,1758001829467,"9/16/2025, 3:50:29 PM GMT+10",,,,,null,[],[],[all],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0wr0,Verify seamless flow: login → chat → audio → playlists → ratings/favourites.,,complete,1758001482509,"9/16/2025, 3:44:42 PM GMT+10",,,,,86d0b0vqw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0kd,Create simple ERD (Message entity in H2 DB).,,complete,1757392014250,"9/9/2025, 2:26:54 PM GMT+10",,,,,86d08h0dq,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0xc7,Run full test coverage report.,,complete,1758001531030,"9/16/2025, 3:45:31 PM GMT+10",,,,,86d0b0wzh,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gy4e,Display chat history (list of messages).,,complete,1757391739725,"9/9/2025, 2:22:19 PM GMT+10",,,,,86d08gw9b,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0rn2,Mock iTunes API responses for test coverage.,,complete,1758001041870,"9/16/2025, 3:37:21 PM GMT+10",,,,,86d0b0rfq,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0rfq,"As a quality manager, I want to test the new features so I can confirm they scale and work as intended.",,complete,1758001019755,"9/16/2025, 3:36:59 PM GMT+10",,,,,null,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0yr6,Finalise class diagrams with all services/controllers.,,complete,1758001674909,"9/16/2025, 3:47:54 PM GMT+10",,,,,86d0b0xmj,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0yzy,Record 5-min final design explanation video.,,complete,1758001706108,"9/16/2025, 3:48:26 PM GMT+10",,,,,86d0b0xmj,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hb0c,Create a page/console output to list stored audio tracks.,,complete,1757393409765,"9/9/2025, 2:50:09 PM GMT+10",,,,,86d08ha9y,[],[Person 14],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0xmj,"As a technical manager, I want finalised diagrams so the system’s architecture is fully documented.",,complete,1758001553601,"9/16/2025, 3:45:53 PM GMT+10",,,,,null,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0wbm,Finalise Thymeleaf UI with polished layout and basic CSS.,,complete,1758001452465,"9/16/2025, 3:44:12 PM GMT+10",,,,,86d0b0vqw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h10y,Ensure code is well-commented and builds with Maven.,,complete,1757392077615,"9/9/2025, 2:27:57 PM GMT+10",,,,,86d08h0wk,[],[Person 11],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0n4k,Implement Favourite relationship (User ↔ AudioTrack).,,complete,1758000646192,"9/16/2025, 3:30:46 PM GMT+10",,,,,86d0b0m64,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0wzh,"As a quality manager, I want final acceptance tests so I can confirm everything meets requirements.",,complete,1758001500264,"9/16/2025, 3:45:00 PM GMT+10",,,,,null,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0nb0,Add endpoints for “rate track” and “add/remove favourite”.,,complete,1758000671476,"9/16/2025, 3:31:11 PM GMT+10",,,,,86d0b0m64,[],[Person 14],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h17x,"Update repo with: Sprint plan (PM), Risk register (PM), Diagrams (TM), Videos (PM/TM/QM)",,complete,1757392110692,"9/9/2025, 2:28:30 PM GMT+10",,,,,86d08h0wk,[],[Person 11],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0n2,Submit 5-min design explanation video (explain diagrams).,,complete,1757392024992,"9/9/2025, 2:27:04 PM GMT+10",,,,,86d08h0dq,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0rte,Record 5-min video showing test execution and coverage.,,complete,1758001061708,"9/16/2025, 3:37:41 PM GMT+10",,,,,86d0b0rfq,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0nec,Add rating input in audio track UI.,,complete,1758000685200,"9/16/2025, 3:31:25 PM GMT+10",,,,,86d0b0m64,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h386,"Create Message entity with fields (id, sender, content, timestamp).",,complete,1757392351649,"9/9/2025, 2:32:31 PM GMT+10",,,,,86d08gw9b,[],[],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0rqn,Stress-test multi-user concurrency (simulate 10 users).,,complete,1758001051048,"9/16/2025, 3:37:31 PM GMT+10",,,,,86d0b0rfq,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0qhe,Implement integration with iTunes API (search tracks by name).,,complete,1758000921163,"9/16/2025, 3:35:21 PM GMT+10",,,,,86d0b0qch,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0qch,"As a user, I want to fetch audio metadata from iTunes API so I don’t need to manually enter info.",,complete,1758000900575,"9/16/2025, 3:35:00 PM GMT+10",,,,,null,[],[],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hamh,Expose endpoints (REST or controller) for storing and retrieving audio.,,complete,1757393358911,"9/9/2025, 2:49:18 PM GMT+10",,,,,86d08ha9y,[],[Person 14],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gww2,Configure H2 database (application.properties).,,complete,1757391581099,"9/9/2025, 2:19:41 PM GMT+10",,,,,86d08gw9b,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0qtd,Add UI form to search for tracks via iTunes API.,,complete,1758000953176,"9/16/2025, 3:35:53 PM GMT+10",,,,,86d0b0qch,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b1057,Record final task negotiation video.,,complete,1758001812853,"9/16/2025, 3:50:12 PM GMT+10",,,,,86d0b0zp0,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hckg,"Provide option to ""share"" a playlist (console: print link/message; web: show a generated link).",,complete,1757393536913,"9/9/2025, 2:52:16 PM GMT+10",,,,,86d08hbdw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0t2d,"As a technical manager, I want updated diagrams so that the system reflects new features.",,complete,1758001098808,"9/16/2025, 3:38:18 PM GMT+10",,,,,null,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b100f,Record last 5-min PM video.,,complete,1758001802571,"9/16/2025, 3:50:02 PM GMT+10",,,,,86d0b0zp0,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0kh1,Display user-specific messages/playlists after login.,,complete,1758000451856,"9/16/2025, 3:27:31 PM GMT+10",,,,,86d0b0j3m,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hadb,"Create AudioTrack entity (fields: id, title, artist, filePath/URL, duration).",,complete,1757393320484,"9/9/2025, 2:48:40 PM GMT+10",,,,,86d08ha9y,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gwpp,"Implement ChatService (methods: sendMessage(), getMessages()).",,complete,1757391554033,"9/9/2025, 2:19:14 PM GMT+10",,,,,86d08gw9b,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b1149,"Collate all IC summaries into one file, upload to Git repo.",,complete,1758001887399,"9/16/2025, 3:51:27 PM GMT+10",,,,,86d0b10by,[],[Person 11],[all],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08he8e,"Update Risk Register (new risks: file size limits, playlist complexity).",,complete,1757393699625,"9/9/2025, 2:54:59 PM GMT+10",,,,,86d08he0y,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0yy,Push all code changes to private Git repo.,,complete,1757392065690,"9/9/2025, 2:27:45 PM GMT+10",,,,,86d08h0wk,[],[Person 11],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hc9p,Create UI to create a new playlist (name input).,,complete,1757393515132,"9/9/2025, 2:51:55 PM GMT+10",,,,,86d08hbdw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gzgt,Write unit tests for ChatService (send and fetch messages).,,complete,1757391882695,"9/9/2025, 2:24:42 PM GMT+10",,,,,86d08gzb3,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0qpv,"Update AudioService to import metadata (title, artist, duration).",,complete,1758000941866,"9/16/2025, 3:35:41 PM GMT+10",,,,,86d0b0qch,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hc10,"Implement PlaylistService (create, add track, remove track, get playlist).",,complete,1757393498822,"9/9/2025, 2:51:38 PM GMT+10",,,,,86d08hbdw,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gyd5,(Alternative path) Build Console UI for sending/reading messages.,,complete,1757391771330,"9/9/2025, 2:22:51 PM GMT+10",,,,,86d08gw9b,[],[Person 14],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0zxt,Final risk register review (closure of identified risks).,,complete,1758001793484,"9/16/2025, 3:49:53 PM GMT+10",,,,,86d0b0zp0,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hccv,Add functionality to select audio tracks and add to playlist.,,complete,1757393522278,"9/9/2025, 2:52:02 PM GMT+10",,,,,86d08hbdw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0xra,"Finalise ERD with all entities (User, Message, AudioTrack, Playlist, Favourites, Ratings).",,complete,1758001566350,"9/16/2025, 3:46:06 PM GMT+10",,,,,86d0b0xmj,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0th9,Record 5-min design explanation video.,,complete,1758001153678,"9/16/2025, 3:39:13 PM GMT+10",,,,,86d0b0t2d,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0jv4,Update relationships:  A User has messages.  A User can own playlists.,,complete,1758000394521,"9/16/2025, 3:26:34 PM GMT+10",,,,,86d0b0j3m,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0qmd,Map API response to AudioTrack entity.,,complete,1758000931170,"9/16/2025, 3:35:31 PM GMT+10",,,,,86d0b0qch,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdp4,"As a technical manager, I want updated diagrams so the architecture reflects audio and playlists.",,complete,1757393627910,"9/9/2025, 2:53:47 PM GMT+10",,,,,null,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0nhm,Add “mark as favourite” option.,,complete,1758000696285,"9/16/2025, 3:31:36 PM GMT+10",,,,,86d0b0m64,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0zp0,"As a project manager, I want to wrap up project documentation so the team can submit a complete package.",,complete,1758001771813,"9/16/2025, 3:49:31 PM GMT+10",,,,,null,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0vy4,Refactor backend to allow database replacement (make repositories modular).,,complete,1758001420390,"9/16/2025, 3:43:40 PM GMT+10",,,,,86d0b0vqw,[],[Person 12],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hbnw,"Create Playlist entity (id, name, list of AudioTracks).",,complete,1757393471624,"9/9/2025, 2:51:11 PM GMT+10",,,,,86d08hbdw,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0u4t,Update Sprint Plan (Week 10 tasks).,,complete,1758001217499,"9/16/2025, 3:40:17 PM GMT+10",,,,,86d0b0u0e,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0u0e,"As a project manager, I want to keep the team aligned so we finish on time.",,complete,1758001202477,"9/16/2025, 3:40:02 PM GMT+10",,,,,null,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0kah,Configure concurrency to support 10 active users.,,complete,1758000430846,"9/16/2025, 3:27:10 PM GMT+10",,,,,86d0b0j3m,[],[Person 11],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdrg,Update class diagram to show new services and entities.,,complete,1757393644199,"9/9/2025, 2:54:04 PM GMT+10",,,,,86d08hdp4,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdtz,Create sequence diagram for “User creates playlist and adds audio track”.,,complete,1757393652255,"9/9/2025, 2:54:12 PM GMT+10",,,,,86d08hdp4,[],[Person 14],[technical-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08ha9y,Week 9 backlog (Audio & Playlist) in the same Jira-style format,,complete,1757393306444,"9/9/2025, 2:48:26 PM GMT+10",,,,,null,[],[],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdeq,Write unit tests for AudioService and PlaylistService.,,complete,1757393599797,"9/9/2025, 2:53:19 PM GMT+10",,,,,86d08hdae,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hbun,Define Many-to-Many relationship between Playlist and AudioTrack.,,complete,1757393483154,"9/9/2025, 2:51:23 PM GMT+10",,,,,86d08hbdw,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h006,Create Sprint Plan (Week 8 tasks).,,complete,1757391931757,"9/9/2025, 2:25:31 PM GMT+10",,,,,86d08gzwc,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08gzwc,"As a project manager, I want to track progress and risks so the team stays on schedule.",,complete,1757391918005,"9/9/2025, 2:25:18 PM GMT+10",,,,,null,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b10ze,Individual Contributions (IC): Write a 1-page summary of individual contributions.,,complete,1758001873211,"9/16/2025, 3:51:13 PM GMT+10",,,,,86d0b10by,[],"[Person 11,Person 14,Person 12,Person 13,user6@example.com]",[all],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0k1k,"Implement UserService (register, login, authentication).",,complete,1758000409545,"9/16/2025, 3:26:49 PM GMT+10",,,,,86d0b0j3m,[],[user6@example.com],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0wk,"As a team member, I want working code and artefacts in Git so everything is tracked.",,complete,1757392052026,"9/9/2025, 2:27:32 PM GMT+10",,,,,null,[],[Person 11],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0j3m,"As a user, I want to log in and use the system with other people so that multiple users can chat and share music.",,complete,1758000346289,"9/16/2025, 3:25:46 PM GMT+10",,,,,null,[],[],[],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08h0a2,Record task negotiation video (team deciding tasks).,,complete,1757391963951,"9/9/2025, 2:26:03 PM GMT+10",,,,,86d08gzwc,[],[Person 11],[project-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0w53,"Polish code: remove deprecated code, improve comments, optimise queries.",,complete,1758001440652,"9/16/2025, 3:44:00 PM GMT+10",,,,,86d0b0vqw,[],[Person 14],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0n8b,Update AudioService with methods for rating and favourites.,,complete,1758000659300,"9/16/2025, 3:30:59 PM GMT+10",,,,,86d0b0m64,[],[Person 14],[backend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0rk2,"Write automated tests for multi-user login, favourites, and ratings.",,complete,1758001032844,"9/16/2025, 3:37:12 PM GMT+10",,,,,86d0b0rfq,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0qwb,Allow adding API-fetched track to library or playlist.,,complete,1758000963298,"9/16/2025, 3:36:03 PM GMT+10",,,,,86d0b0qch,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d08hdhm,Write repository integration tests (ensure Many-to-Many mapping works).,,complete,1757393606661,"9/9/2025, 2:53:26 PM GMT+10",,,,,86d08hdae,[],[Person 12],[quality-manager],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
86d0b0wmr,"Add error handling (e.g., invalid login, empty messages).",,complete,1758001472146,"9/16/2025, 3:44:32 PM GMT+10",,,,,86d0b0vqw,[],[Person 13],[frontend],null,Enterprise Software Development - A3,,Team Space,,,{},[],0," """"",,NaN,
